"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"414",2,2,1,4,2,0,0,5,3,8
"415",2,2,1,4,2,0,0,5,3,8
"416",2,2,1,4,2,0,0,5,3,8
"417",2,2,1,4,2,0,0,5,3,8
"418",2,2,1,4,2,0,0,5,3,8
"419",2,2,1,4,2,0,0,5,3,8
"420",2,2,1,4,2,0,0,5,3,8
"421",2,2,1,4,2,0,0,5,3,8
"422",1,2,0,0,2,0,1,4,0,6
"423",0,1,0,0,0,0,0,2,0,2
"424",1,3,0,1,1,0,1,4,0,5
"425",0,3,0,0,0,0,0,5,0,8
"426",0,3,0,0,1,0,0,2,0,5
"427",0,3,0,0,2,0,0,8,0,11
"428",0,4,0,0,1,0,1,3,0,7
"429",1,1,1,0,0,0,0,4,1,6
"430",0,2,0,0,0,0,0,4,0,5
"431",0,1,0,0,0,0,0,2,0,5
"432",0,2,0,0,1,0,0,4,0,7
"433",0,2,0,1,0,0,0,3,2,7
"434",1,4,0,0,1,0,1,5,1,6
"435",0,1,0,0,0,0,0,4,0,5
"436",0,2,0,0,0,0,0,4,0,6
"437",0,2,0,0,0,0,0,4,0,6
"438",0,2,0,0,0,0,0,4,0,6
"439",0,2,0,0,1,0,0,2,0,4
"440",0,3,0,0,1,0,1,2,0,5
"441",0,3,0,0,2,0,0,6,0,6
"442",0,2,0,0,0,0,0,8,0,11
"443",2,3,0,1,1,2,0,6,2,7
"444",1,1,0,0,0,0,0,3,1,3
"445",1,1,0,1,1,2,1,3,3,2
"446",0,0,0,0,0,0,0,1,0,1
"447",1,0,0,1,0,1,1,2,1,7
"448",0,1,0,0,0,0,1,3,0,6
"449",0,2,0,0,0,0,0,1,0,2
"450",0,2,0,0,3,0,1,5,0,5
"451",0,2,0,0,2,0,1,6,0,6
"452",1,1,0,1,0,1,0,3,1,5
"453",1,2,0,2,2,0,0,4,0,8
"454",0,2,0,0,0,0,0,3,0,5
"455",0,2,0,1,1,0,0,5,0,5
"456",0,3,0,0,1,0,1,7,0,9
"457",0,1,0,0,0,0,0,2,1,2
"458",0,2,0,0,0,0,0,2,0,3
"459",0,3,0,1,2,0,2,3,1,5
"460",0,3,0,0,1,0,1,4,0,7
"461",0,2,0,0,0,0,0,9,0,8
"462",1,1,0,0,0,0,0,3,1,5
"463",0,4,0,1,2,0,2,5,0,7
"464",1,2,0,1,2,0,1,7,1,10
"465",0,2,0,0,1,0,1,7,1,6
"466",0,2,0,0,0,0,0,3,0,4
"467",0,1,0,0,0,0,0,1,0,1
"468",0,1,0,0,0,0,0,2,0,1
"469",0,2,0,0,0,0,0,2,0,2
"470",0,3,0,1,2,1,2,5,1,8
"471",0,2,0,0,1,0,1,4,0,8
"472",0,1,0,0,0,0,0,3,0,4
"473",1,2,0,1,0,1,0,2,1,2
"474",1,3,0,1,1,0,0,5,3,7
"475",0,2,0,0,1,0,0,2,0,7
"476",0,2,0,1,2,0,1,4,1,6
"477",0,2,0,0,0,0,0,3,0,3
"478",0,3,0,1,1,0,1,2,0,6
"479",0,2,0,0,1,0,1,3,0,3
"480",0,5,0,0,4,0,1,7,0,11
"481",0,2,0,0,1,0,1,4,0,7
"482",0,2,0,0,1,0,0,4,0,7
"483",0,2,0,0,1,0,1,3,0,3
"484",1,1,1,0,0,0,0,6,1,7
"485",1,2,1,0,1,0,0,4,1,7
"486",0,1,0,0,0,0,0,2,1,6
"487",0,2,0,1,0,0,0,4,1,4
"488",1,1,0,1,0,0,0,3,1,3
"489",0,1,0,0,0,0,0,2,0,3
"490",0,3,0,0,0,0,0,3,0,6
"491",0,1,0,0,0,0,0,3,0,5
"492",0,1,0,1,0,0,0,7,1,7
"493",0,5,0,0,2,0,1,6,0,9
"494",0,2,0,0,1,0,1,2,0,2
